authors,title,year,volume,issue,start_page,end_page,citations,q75_citations,prop_rank,omit,statistical,individual,population,community,ecosystem,spatial,validation_selection,tools_practices
"MAURER, BA",Statistical-inference for macarthur-levins niche overlap,1982,63,6,1712,1719,25,127,0.13043478260869565,keep,yes,NA,NA,NA,NA,NA,NA,NA
"ZACH, R; MAYOH, KR",Breeding biology of tree swallows and house wrens in a gradient of gamma-radiation,1982,63,6,1720,1728,15,127,0.06763285,keep,no,NA,NA,NA,NA,NA,NA,NA
"CRUMPTON, WG; WETZEL, RG","Effects of differential growth and mortality in the seasonal succession of phytoplankton populations in lawrence lake, michigan",1982,63,6,1729,1739,69,127,0.4396135265700483,keep,no,NA,NA,NA,NA,NA,NA,NA
"HABER, WA; FRANKIE, GW",Pollination of luehea (tiliaceae) in costa rican deciduous forest,1982,63,6,1740,1750,57,127,0.3526570048309179,keep,no,NA,NA,NA,NA,NA,NA,NA
"LIVDAHL, TP",Competition within and between hatching cohorts of a treehole mosquito,1982,63,6,1751,1760,97,127,0.6086956521739131,keep,no,NA,NA,NA,NA,NA,NA,NA
"YOUNG, DR; SMITH, WK",Simulation studies of the influence of understory location on transpiration and photosynthesis of arnica-cordifolia on clear days,1982,63,6,1761,1770,12,127,0.062801932,keep,no,NA,NA,NA,NA,NA,NA,NA
"GARDNER, RH; CALE, WG; ONEILL, RV",Robust analysis of aggregation error,1982,63,6,1771,1779,83,127,0.5458937198067633,keep,yes,NA,NA,NA,NA,NA,NA,NA
"GOULDEN, CE; HENRY, LL; TESSIER, AJ","Body size, energy reserves, and competitive ability in 3 species of cladocera",1982,63,6,1780,1789,158,127,0.8164251207729468,keep,no,NA,NA,NA,NA,NA,NA,NA
"VISSCHER, PK; SEELEY, TD",Foraging strategy of honeybee colonies in a temperate deciduous forest,1982,63,6,1790,1801,419,127,0.966183575,keep,no,NA,NA,NA,NA,NA,NA,NA
"CROWDER, LB; COOPER, WE",Habitat structural complexity and the interaction between bluegills and their prey,1982,63,6,1802,1813,1050,127,0.9951690821256038,keep,no,NA,NA,NA,NA,NA,NA,NA
"CARNEY, HJ","Algal dynamics and trophic interactions in the recent history of frains lake, michigan",1982,63,6,1814,1826,35,127,0.21256038647342995,keep,no,NA,NA,NA,NA,NA,NA,NA
"GHOLZ, HL; FISHER, RF",Organic-matter production and distribution in slash pine (pinus-elliottii) plantations,1982,63,6,1827,1839,172,127,0.8309178743961353,keep,no,NA,NA,NA,NA,NA,NA,NA
"HAWKINS, CP; MURPHY, ML; ANDERSON, NH","Effects of canopy, substrate composition, and gradient on the structure of macroinvertebrate communities in cascade range streams of oregon",1982,63,6,1840,1856,253,127,0.9178743961352657,keep,no,NA,NA,NA,NA,NA,NA,NA
"CHAPLIN, SJ; WALKER, JL",Energetic constraints and adaptive significance of the floral display of a forest milkweed,1982,63,6,1857,1870,84,127,0.5507246376811594,keep,no,NA,NA,NA,NA,NA,NA,NA
"BYRON, ER",The adaptive significance of calanoid copepod pigmentation - a comparative and experimental-analysis,1982,63,6,1871,1886,79,127,0.5241545893719807,keep,no,NA,NA,NA,NA,NA,NA,NA
"JANZEN, DH",Removal of seeds from horse dung by tropical rodents - influence of habitat and amount of dung,1982,63,6,1887,1900,99,127,0.6183574879227053,keep,no,NA,NA,NA,NA,NA,NA,NA
"MULLER, RN",Vegetation patterns in the mixed mesophytic forest of eastern kentucky,1982,63,6,1901,1917,118,127,0.7053140096618358,keep,no,NA,NA,NA,NA,NA,NA,NA
"ROBINSON, SK; HOLMES, RT","Foraging behavior of forest birds - the relationships among search tactics, diet, and habitat structure",1982,63,6,1918,1931,384,127,0.9565217391304348,keep,no,NA,NA,NA,NA,NA,NA,NA
"ALABACK, PB",Dynamics of understory biomass in sitka spruce western hemlock forests of southeast alaska,1982,63,6,1932,1948,248,127,0.9130434782608695,keep,no,NA,NA,NA,NA,NA,NA,NA
"DEMOTT, WR; KERFOOT, WC",Competition among cladocerans - nature of the interaction between bosmina and daphnia,1982,63,6,1949,1966,267,127,0.9323671497584541,keep,no,NA,NA,NA,NA,NA,NA,NA
"POWELL, RA",Prairie dog coloniality and black-footed ferrets,1982,63,6,1967,1968,4,127,0.036231884057971016,keep,no,NA,NA,NA,NA,NA,NA,NA
"HOOGLAND, JL",Prairie dog coloniality and black-footed ferrets - reply,1982,63,6,1968,1969,2,127,0.014492753623188406,omit,no,NA,NA,NA,NA,NA,NA,NA
"ANTOS, JA; ZOBEL, DB",Snowpack modification of volcanic tephra effects on forest understory plants near mount st-helens,1982,63,6,1969,1972,31,127,0.17391304347826086,keep,no,NA,NA,NA,NA,NA,NA,NA
"STAPANIAN, MA; HIGGINS, JJ; SMITH, CC",Statistical tests for visitation patterns on grids,1982,63,6,1972,1974,4,127,0.036231884057971016,keep,yes,NA,NA,NA,NA,NA,NA,NA
"KARR, JR",Population variability and extinction in the avifauna of a tropical land-bridge island,1982,63,6,1975,1978,120,127,0.7198067632850241,keep,no,NA,NA,NA,NA,NA,NA,NA
"RISCH, SJ; CARROLL, CR","Effect of a keystone predaceous ant, solenopsis-geminata, on arthropods in a tropical agroecosystem",1982,63,6,1979,1983,125,127,0.7391304347826086,keep,no,NA,NA,NA,NA,NA,NA,NA
"YOUNG, TP","Bird visitation, seed-set, and germination rates in 2 species of lobelia on mount kenya",1982,63,6,1983,1986,23,127,0.11352657004830918,keep,no,NA,NA,NA,NA,NA,NA,NA
"SMITH, DW",Correction,1982,63,6,1992,1992,1,127,0.009661836,omit,no,NA,NA,NA,NA,NA,NA,NA
"KNOWLES, P; GRANT, MC","Age and size structure analyses of engelmann spruce, ponderosa pine, lodgepole pine, and limber pine in colorado",1983,64,1,1,9,82,110,0.6428571428571429,keep,no,NA,NA,NA,NA,NA,NA,NA
"CUKER, BE","Competition and coexistence among the grazing snail lymnaea, chironomidae, and microcrustacea in an arctic epilithic lacustrine community",1983,64,1,10,15,58,110,0.48847926267281105,keep,yes,NA,NA,NA,NA,NA,NA,NA
"KING, D; ROUGHGARDEN, J",Energy allocation patterns of the california grassland annuals plantago-erecta and clarkia-rubicunda,1983,64,1,16,24,72,110,0.5875576036866359,keep,no,NA,NA,NA,NA,NA,NA,NA
"TATE, CM; MEYER, JL",The influence of hydrologic conditions and successional state on dissolved organic-carbon export from forested watersheds,1983,64,1,25,32,77,110,0.6221198156682027,keep,no,NA,NA,NA,NA,NA,NA,NA
"MEYER, JL; TATE, CM",The effects of watershed disturbance on dissolved organic-carbon dynamics of a stream,1983,64,1,33,44,165,110,0.8663594470046083,keep,no,NA,NA,NA,NA,NA,NA,NA
"PULLIAM, HR",Ecological community theory and the coexistence of sparrows,1983,64,1,45,52,33,110,0.3617511520737327,keep,no,NA,NA,NA,NA,NA,NA,NA
"PERRON, FE","Growth, fecundity, and mortality of conus-pennaceus in hawaii",1983,64,1,53,62,29,110,0.33640552995391704,keep,no,NA,NA,NA,NA,NA,NA,NA
"BERG, B; EKBOHM, G",Nitrogen immobilization in decomposing needle litter at variable carbon - nitrogen ratios,1983,64,1,63,67,105,110,0.728110599,keep,no,NA,NA,NA,NA,NA,NA,NA
"CHENEY, C; HOUGH, RA",Factors controlling photosynthetic productivity in a population of cladophora-fracta (chlorophyta),1983,64,1,68,77,21,110,0.2995391705069124,keep,no,NA,NA,NA,NA,NA,NA,NA
"RUSSELL, EWB",Indian-set fires in the forests of the northeastern united-states,1983,64,1,78,88,146,110,0.8202764976958525,keep,no,NA,NA,NA,NA,NA,NA,NA
"DESTEVEN, D",Reproductive consequences of insect seed predation in hamamelis-virginiana,1983,64,1,89,98,59,110,0.5046082949308756,keep,no,NA,NA,NA,NA,NA,NA,NA
"HEMOND, HF",The nitrogen budget of thoreau bog,1983,64,1,99,109,123,110,0.7741935483870968,keep,no,NA,NA,NA,NA,NA,NA,NA
"DUFFY, DC",The ecology of tick parasitism on densely nesting peruvian seabirds,1983,64,1,110,119,150,110,0.8294930875576036,keep,no,NA,NA,NA,NA,NA,NA,NA
"KEPHART, SR",The partitioning of pollinators among 3 species of asclepias,1983,64,1,120,133,70,110,0.576036866,keep,no,NA,NA,NA,NA,NA,NA,NA
"WEBB, WL; LAUENROTH, WK; SZAREK, SR; KINERSON, RS","Primary production and abiotic controls in forests, grasslands, and desert ecosystems in the united-states",1983,64,1,134,151,174,110,0.8847926267281107,keep,no,NA,NA,NA,NA,NA,NA,NA
"MACMILLEN, RE; HINDS, DS",Water regulatory efficiency in heteromyid rodents - a model and its application,1983,64,1,152,164,104,110,0.7188940092165899,keep,no,NA,NA,NA,NA,NA,NA,NA
"GINSBERG, HS",Foraging ecology of bees in an old field,1983,64,1,165,175,85,110,0.6589861751152074,keep,no,NA,NA,NA,NA,NA,NA,NA
"DOHERTY, PJ",Tropical territorial damselfishes - is density limited by aggression or recruitment,1983,64,1,176,190,249,110,0.9308755760368663,keep,no,NA,NA,NA,NA,NA,NA,NA
"CONNOR, EF; FAETH, SH; SIMBERLOFF, D",Leafminers on oak - the role of immigration and insitu reproductive recruitment,1983,64,1,191,204,58,110,0.48847926267281105,keep,no,NA,NA,NA,NA,NA,NA,NA
"SCHOEN, DJ; FRUCHTER, D",A calculator-assisted method of random sampling,1983,64,1,205,206,4,110,0.20276497695852536,keep,yes,NA,NA,NA,NA,NA,NA,NA
"STRONG, DR; STILING, PD","Wing dimorphism changed by experimental density manipulation in a planthopper (prokelisia-marginata, homoptera, delphacidae)",1983,64,1,206,209,32,110,0.35253456221198154,keep,no,NA,NA,NA,NA,NA,NA,NA
"SPRUGEL, DG",Correcting for bias in log-transformed allometric equations,1983,64,1,209,210,682,110,0.9907834101382489,keep,no,NA,NA,NA,NA,NA,NA,NA
"CARPENTER, SR",Resource limitation of larval treehole mosquitos subsisting on beech detritus,1983,64,2,219,223,128,110,0.7811059907834101,keep,no,NA,NA,NA,NA,NA,NA,NA
"LAW, R",A model for the dynamics of a plant-population containing individuals classified by age and size,1983,64,2,224,230,80,110,0.6290322580645161,keep,no,NA,NA,NA,NA,NA,NA,NA
"DESPAIN, DG",Nonpyrogenous climax lodgepole pine communities in yellowstone-national-park,1983,64,2,231,234,50,110,0.4539170506912442,keep,no,NA,NA,NA,NA,NA,NA,NA
"AHMAD, S","Mixed-function oxidase activity in a generalist herbivore in relation to its biology, food plants, and feeding history",1983,64,2,235,243,40,110,0.41013824884792627,keep,no,NA,NA,NA,NA,NA,NA,NA
"POUGH, FH; TAIGEN, TL; STEWART, MM; BRUSSARD, PF",Behavioral-modification of evaporative water-loss by a puerto-rican frog,1983,64,2,244,252,139,110,0.815668203,keep,no,NA,NA,NA,NA,NA,NA,NA
"BRIAND, F",Environmental-control of food web structure,1983,64,2,253,263,184,110,0.8940092165898618,keep,no,NA,NA,NA,NA,NA,NA,NA
"BOOKMAN, SS",Costs and benefits of flower abscission and fruit abortion in asclepias-speciosa,1983,64,2,264,273,61,110,0.5184331797235023,keep,no,NA,NA,NA,NA,NA,NA,NA
"ACKERMAN, JD","Diversity and seasonality of male euglossine bees (hymenoptera, apidae) in central panama",1983,64,2,274,283,106,110,0.7373271889400922,keep,no,NA,NA,NA,NA,NA,NA,NA
"HUMPHREY, SR; BONACCORSO, FJ; ZINN, TL",Guild structure of surface-gleaning bats in panama,1983,64,2,284,294,60,110,0.511520737,keep,no,NA,NA,NA,NA,NA,NA,NA
"WILSON, WH",The role of density dependence in a marine infaunal community,1983,64,2,295,306,91,110,0.6820276497695853,keep,no,NA,NA,NA,NA,NA,NA,NA
"MCNAUGHTON, SJ; WALLACE, LL; COUGHENOUR, MB","Plant adaptation in an ecosystem context - effects of defoliation, nitrogen, and water on growth of an african c-4 sedge",1983,64,2,307,318,160,110,0.8617511520737328,keep,no,NA,NA,NA,NA,NA,NA,NA
"NUDDS, TD",Niche dynamics and organization of waterfowl guilds in variable environments,1983,64,2,319,330,74,110,0.6105990783410138,keep,no,NA,NA,NA,NA,NA,NA,NA
"KEDDY, PA","Shoreline vegetation in axe lake, ontario - effects of exposure on zonation patterns",1983,64,2,331,344,206,110,0.9055299539170507,keep,no,NA,NA,NA,NA,NA,NA,NA
"HARE, JD",Seasonal-variation in plant-insect associations - utilization of solanum-dulcamara by leptinotarsa-decemlineata,1983,64,2,345,361,69,110,0.5668202764976958,keep,no,NA,NA,NA,NA,NA,NA,NA
"GREENFIELD, MD","Reproductive isolation in clearwing moths (lepidoptera, sesiidae) - a tropical temperate comparison",1983,64,2,362,375,6,110,0.22350230414746544,keep,no,NA,NA,NA,NA,NA,NA,NA
"CHAPIN, FS; KEDROWSKI, RA",Seasonal-changes in nitrogen and phosphorus fractions and autumn retranslocation in evergreen and deciduous taiga trees,1983,64,2,376,391,557,110,0.9861751152073732,keep,no,NA,NA,NA,NA,NA,NA,NA
"LANDA, K; RABINOWITZ, D","Relative preference of arphia-sulfurea (orthoptera, acrididae) for sparse and common prairie grasses",1983,64,2,392,395,24,110,0.31797235023041476,keep,no,NA,NA,NA,NA,NA,NA,NA
"ARONSON, RB; GIVNISH, TJ",Optimal central-place foragers - a comparison with null hypotheses,1983,64,2,395,399,26,110,0.3294930875576037,keep,yes,NA,NA,NA,NA,NA,NA,NA
"HIEBERT, SM; CALDER, WA","Sodium, potassium, and chloride in floral nectars - energy-free contributions to refractive-index and salt balance",1983,64,2,399,402,61,110,0.5184331797235023,keep,no,NA,NA,NA,NA,NA,NA,NA
"JANSSEN, J",How do bluegills select large daphnia in turbid water,1983,64,2,403,403,3,110,0.1912442396313364,omit,no,NA,NA,NA,NA,NA,NA,NA
"RICE, WR",Sensory modality - an example of its effect on optimal foraging behavior,1983,64,2,403,406,26,110,0.3294930875576037,keep,no,NA,NA,NA,NA,NA,NA,NA
"CONGDON, JD; GIBBONS, JW; GREENE, JL","Parental investment in the chicken turtle (deirochelys, reticularia)",1983,64,3,419,425,98,110,0.7050691244239631,keep,no,NA,NA,NA,NA,NA,NA,NA
"COLEY, PD",Intraspecific variation in herbivory on 2 tropical tree species,1983,64,3,426,433,83,110,0.6497695852534562,keep,no,NA,NA,NA,NA,NA,NA,NA
"SOUTHWICK, CH; SIDDIQI, MF; OPPENHEIMER, JR",20-year changes in rhesus-monkey populations in agricultural areas of northern india,1983,64,3,434,439,19,110,0.2834101382488479,keep,no,NA,NA,NA,NA,NA,NA,NA
"BRITTAIN, JE",The influence of temperature on nymphal growth-rates in mountain stoneflies (plecoptera),1983,64,3,440,446,64,110,0.532258065,keep,no,NA,NA,NA,NA,NA,NA,NA
"JOSE, JJS; FARINAS, MR","Changes in tree density and species composition in a protected trachypogon savanna, venezuela",1983,64,3,447,453,72,110,0.5875576036866359,keep,no,NA,NA,NA,NA,NA,NA,NA
"TERBRAAK, CJF",Principal components biplots and alpha-diversity and beta-diversity,1983,64,3,454,462,115,110,0.7603686635944701,keep,yes,0,0,1,0,0,0,0
"CHRISTIAN, K; TRACY, CR; PORTER, WP","Seasonal shifts in body-temperature and use of microhabitats by galapagos land iguanas (conolophus, pallidus)",1983,64,3,463,468,155,110,0.847926267,keep,no,NA,NA,NA,NA,NA,NA,NA
"TURNER, MD; RABINOWITZ, D",Factors affecting frequency-distributions of plant mass - the absence of dominance and suppression in competing monocultures of festuca-paradoxa,1983,64,3,469,475,120,110,0.7649769585253456,keep,yes,0,1,1,0,0,0,0
"WALDSCHMIDT, S; TRACY, CR",Interactions between a lizard and its thermal environment - implications for sprint performance and space utilization in the lizard uta-stansburiana,1983,64,3,476,484,93,110,0.6912442396313364,keep,no,NA,NA,NA,NA,NA,NA,NA
"CULVER, DC; BEATTIE, AJ",Effects of ant mounds on soil chemistry and vegetation patterns in a colorado montane meadow,1983,64,3,485,492,109,110,0.7465437788018433,keep,no,NA,NA,NA,NA,NA,NA,NA
"HANSKI, I",Coexistence of competitors in patchy environment,1983,64,3,493,500,206,110,0.9055299539170507,keep,no,NA,NA,NA,NA,NA,NA,NA
"SMITH, DC","Factors controlling tadpole populations of the chorus frog (pseudacris-triseriata) on isle royale, michigan",1983,64,3,501,510,283,110,0.9447004608294931,keep,no,NA,NA,NA,NA,NA,NA,NA
"LOUDA, SM","Seed predation and seedling mortality in the recruitment of a shrub, haplopappus-venetus (asteraceae), along a climatic gradient",1983,64,3,511,521,149,110,0.8248847926267281,keep,no,NA,NA,NA,NA,NA,NA,NA
"PETRAITIS, PS",Grazing patterns of the periwinkle and their effect on sessile intertidal organisms,1983,64,3,522,533,63,110,0.5253456221198156,keep,no,NA,NA,NA,NA,NA,NA,NA
"KINGSOLVER, JG",Thermoregulation and flight in colias butterflies - elevational patterns and mechanistic limitations,1983,64,3,534,545,171,110,0.8755760368663594,keep,yes,1,0,0,0,0,0,0
"KINGSOLVER, JG",Ecological significance of flight activity in colias butterflies - implications for reproductive strategy and population-structure,1983,64,3,546,551,130,110,0.7903225806451613,keep,no,NA,NA,NA,NA,NA,NA,NA
"GLADFELTER, WB; JOHNSON, WS",Feeding niche separation in a guild of tropical reef fishes (holocentridae),1983,64,3,552,563,82,110,0.6428571428571429,keep,no,NA,NA,NA,NA,NA,NA,NA
"SCHAFFER, WM; ZEH, DW; BUCHMANN, SL; KLEINHANS, S; SCHAFFER, MV; ANTRIM, J",Competition for nectar between introduced honey bees and native north-american bees and ants,1983,64,3,564,577,107,110,0.7419354838709677,keep,no,NA,NA,NA,NA,NA,NA,NA
"BRUGAM, RB; SPEZIALE, BJ","Human disturbance and the paleolimnological record of change in the zooplankton community of lake harriet, minnesota",1983,64,3,578,591,31,110,0.3456221198156682,keep,no,NA,NA,NA,NA,NA,NA,NA
"HEINRICH, B; COLLINS, SL","Caterpillar leaf damage, and the game of hide-and-seek with birds",1983,64,3,592,602,153,110,0.8341013824884793,keep,no,NA,NA,NA,NA,NA,NA,NA
"UGLAND, KI; GRAY, JS",Reanalysis of caswell neutral models,1983,64,3,603,605,5,110,0.2119815668202765,keep,yes,NA,NA,NA,NA,NA,NA,NA
"CASWELL, H",Reanalysis of caswell neutral models - reply,1983,64,3,605,606,3,110,0.1912442396313364,keep,no,NA,NA,NA,NA,NA,NA,NA
"SCHULZ, WC; SLOBODCHIKOFF, CN",A stability measure for ecological-systems,1983,64,3,606,607,0,110,0.085253456,keep,no,NA,NA,NA,NA,NA,NA,NA
"KRAUS, B",A test of the optimal-density model for seed scatterhoarding,1983,64,3,608,610,38,110,0.39400921658986177,keep,no,NA,NA,NA,NA,NA,NA,NA
"BELL, SS","Marine biology - an ecological approach - nybakken,jw",1983,64,3,611,611,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"WINSTON, JE","The atlantic barrier-reef ecosystem at carrie bow cay, belize .1. Structure and communities - rutzler,k, macintyre,ig",1983,64,3,612,612,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"GLAUSER, R","Ecological field methods - guidelines for the analysis of terrestrial ecosystems - german - janetschek,h",1983,64,3,612,613,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"CRONQUIST, A","The cacti of the united-states and canada - benson,l",1983,64,3,613,614,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"KEOUGH, MJ","Resource competition and community structure - tilman,d",1983,64,3,614,615,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"BROWN, S","Carbon-dioxide review 1982 - clark,wc",1983,64,3,615,616,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"BARR, TC","Cave life - evolution and ecology - culver,dc",1983,64,3,616,617,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"ROTENBERRY, JT","Forest island dynamics in man-dominated landscapes - burgess,rl, sharpe,dm",1983,64,3,617,617,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"GOSSELINK, JG","Wetlands - ecology and management - gopal,b, turner,re, wetzel,rg, whigham,df",1983,64,3,618,618,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"LIVINGSTONE, DA","The inland waters of tropical africa - an introduction to tropical limnology - beadle,lc",1983,64,3,618,619,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"SCHINDLER, JE","Lake mcilwaine - the eutrophication and recovery of a tropical african man-made lake - thornton,ja",1983,64,3,619,620,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
"LIVINGSTONE, DA","Environmental history of east-africa - a study of the quaternary - hamilton,ac",1983,64,3,620,620,0,110,0.085253456,omit,no,NA,NA,NA,NA,NA,NA,NA
